Datum;BV;;;;;;;;;;
2020-01-01;83.155.031;;;;;;;;;;
2020-01-02;83.155.031;;;;;;;;;;
2020-01-03;83.155.031;;;;;;;;;;
2020-01-04;83.155.031;;;;;;;;;;
2020-01-05;83.155.031;;;;;;;;;;
2020-01-06;83.155.031;;;;;;;;;;
2020-01-07;83.155.031;;;;;;;;;;
2020-01-08;83.155.031;;;;;;;;;;
2020-01-09;83.155.031;;;;;;;;;;
2020-01-10;83.155.031;;;;;;;;;;
2020-01-11;83.155.031;;;;;;;;;;
2020-01-12;83.155.031;;;;;;;;;;
2020-01-13;83.155.031;;;;;;;;;;
2020-01-14;83.155.031;;;;;;;;;;
2020-01-15;83.155.031;;;;;;;;;;
2020-01-16;83.155.031;;;;;;;;;;
2020-01-17;83.155.031;;;;;;;;;;
2020-01-18;83.155.031;;;;;;;;;;
2020-01-19;83.155.031;;;;;;;;;;
2020-01-20;83.155.031;;;;;;;;;;
2020-01-21;83.155.031;;;;;;;;;;
2020-01-22;83.155.031;;;;;;;;;;
2020-01-23;83.155.031;;;;;;;;;;
2020-01-24;83.155.031;;;;;;;;;;
2020-01-25;83.155.031;;;;;;;;;;
2020-01-26;83.155.031;;;;;;;;;;
2020-01-27;83.155.031;;;;;;;;;;
2020-01-28;83.155.031;;;;;;;;;;
2020-01-29;83.155.031;;;;;;;;;;
2020-01-30;83.155.031;;;;;;;;;;
2020-01-31;83.155.031;;;;;;;;;;
2020-02-01;83.155.031;;;;;;;;;;
2020-02-02;83.155.031;;;;;;;;;;
2020-02-03;83.155.031;;;;;;;;;;
2020-02-04;83.155.031;;;;;;;;;;
2020-02-05;83.155.031;;;;;;;;;;
2020-02-06;83.155.031;;;;;;;;;;
2020-02-07;83.155.031;;;;;;;;;;
2020-02-08;83.155.031;;;;;;;;;;
2020-02-09;83.155.031;;;;;;;;;;
2020-02-10;83.155.031;;;;;;;;;;
2020-02-11;83.155.031;;;;;;;;;;
2020-02-12;83.155.031;;;;;;;;;;
2020-02-13;83.155.031;;;;;;;;;;
2020-02-14;83.155.031;;;;;;;;;;
2020-02-15;83.155.031;;;;;;;;;;
2020-02-16;83.155.031;;;;;;;;;;
2020-02-17;83.155.031;;;;;;;;;;
2020-02-18;83.155.031;;;;;;;;;;
2020-02-19;83.155.031;;;;;;;;;;
2020-02-20;83.155.031;;;;;;;;;;
2020-02-21;83.155.031;;;;;;;;;;
2020-02-22;83.155.031;;;;;;;;;;
2020-02-23;83.155.031;;;;;;;;;;
2020-02-24;83.155.031;;;;;;;;;;
2020-02-25;83.155.031;;;;;;;;;;
2020-02-26;83.155.031;;;;;;;;;;
2020-02-27;83.155.031;;;;;;;;;;
2020-02-28;83.155.031;;;;;;;;;;
2020-02-29;83.155.031;;;;;;;;;;
2020-03-01;83.155.031;;;;;;;;;;
2020-03-02;83.155.031;;;;;;;;;;
2020-03-03;83.155.031;;;;;;;;;;
2020-03-04;83.155.031;;;;;;;;;;
2020-03-05;83.155.031;;;;;;;;;;
2020-03-06;83.155.031;;;;;;;;;;
2020-03-07;83.155.031;;;;;;;;;;
2020-03-08;83.155.031;;;;;;;;;;
2020-03-09;83.155.031;;;;;;;;;;
2020-03-10;83.155.031;;;;;;;;;;
2020-03-11;83.155.031;;;;;;;;;;
2020-03-12;83.155.031;;;;;;;;;;
2020-03-13;83.155.031;;;;;;;;;;
2020-03-14;83.155.031;;;;;;;;;;
2020-03-15;83.155.031;;;;;;;;;;
2020-03-16;83.155.031;;;;;;;;;;
2020-03-17;83.155.031;;;;;;;;;;
2020-03-18;83.155.031;;;;;;;;;;
2020-03-19;83.155.031;;;;;;;;;;
2020-03-20;83.155.031;;;;;;;;;;
2020-03-21;83.155.031;;;;;;;;;;
2020-03-22;83.155.031;;;;;;;;;;
2020-03-23;83.155.031;;;;;;;;;;
2020-03-24;83.155.031;;;;;;;;;;
2020-03-25;83.155.031;;;;;;;;;;
2020-03-26;83.155.031;;;;;;;;;;
2020-03-27;83.155.031;;;;;;;;;;
2020-03-28;83.155.031;;;;;;;;;;
2020-03-29;83.155.031;;;;;;;;;;
2020-03-30;83.155.031;;;;;;;;;;
2020-03-31;83.155.031;;;;;;;;;;
2020-04-01;83.155.031;;;;;;;;;;
2020-04-02;83.155.031;;;;;;;;;;
2020-04-03;83.155.031;;;;;;;;;;
2020-04-04;83.155.031;;;;;;;;;;
2020-04-05;83.155.031;;;;;;;;;;
2020-04-06;83.155.031;;;;;;;;;;
2020-04-07;83.155.031;;;;;;;;;;
2020-04-08;83.155.031;;;;;;;;;;
2020-04-09;83.155.031;;;;;;;;;;
2020-04-10;83.155.031;;;;;;;;;;
2020-04-11;83.155.031;;;;;;;;;;
2020-04-12;83.155.031;;;;;;;;;;
2020-04-13;83.155.031;;;;;;;;;;
2020-04-14;83.155.031;;;;;;;;;;
2020-04-15;83.155.031;;;;;;;;;;
2020-04-16;83.155.031;;;;;;;;;;
2020-04-17;83.155.031;;;;;;;;;;
2020-04-18;83.155.031;;;;;;;;;;
2020-04-19;83.155.031;;;;;;;;;;
2020-04-20;83.155.031;;;;;;;;;;
2020-04-21;83.155.031;;;;;;;;;;
2020-04-22;83.155.031;;;;;;;;;;
2020-04-23;83.155.031;;;;;;;;;;
2020-04-24;83.155.031;;;;;;;;;;
2020-04-25;83.155.031;;;;;;;;;;
2020-04-26;83.155.031;;;;;;;;;;
2020-04-27;83.155.031;;;;;;;;;;
2020-04-28;83.155.031;;;;;;;;;;
2020-04-29;83.155.031;;;;;;;;;;
2020-04-30;83.155.031;;;;;;;;;;
2020-05-01;83.155.031;;;;;;;;;;
2020-05-02;83.155.031;;;;;;;;;;
2020-05-03;83.155.031;;;;;;;;;;
2020-05-04;83.155.031;;;;;;;;;;
2020-05-05;83.155.031;;;;;;;;;;
2020-05-06;83.155.031;;;;;;;;;;
2020-05-07;83.155.031;;;;;;;;;;
2020-05-08;83.155.031;;;;;;;;;;
2020-05-09;83.155.031;;;;;;;;;;
2020-05-10;83.155.031;;;;;;;;;;
2020-05-11;83.155.031;;;;;;;;;;
2020-05-12;83.155.031;;;;;;;;;;
2020-05-13;83.155.031;;;;;;;;;;
2020-05-14;83.155.031;;;;;;;;;;
2020-05-15;83.155.031;;;;;;;;;;
2020-05-16;83.155.031;;;;;;;;;;
2020-05-17;83.155.031;;;;;;;;;;
2020-05-18;83.155.031;;;;;;;;;;
2020-05-19;83.155.031;;;;;;;;;;
2020-05-20;83.155.031;;;;;;;;;;
2020-05-21;83.155.031;;;;;;;;;;
2020-05-22;83.155.031;;;;;;;;;;
2020-05-23;83.155.031;;;;;;;;;;
2020-05-24;83.155.031;;;;;;;;;;
2020-05-25;83.155.031;;;;;;;;;;
2020-05-26;83.155.031;;;;;;;;;;
2020-05-27;83.155.031;;;;;;;;;;
2020-05-28;83.155.031;;;;;;;;;;
2020-05-29;83.155.031;;;;;;;;;;
2020-05-30;83.155.031;;;;;;;;;;
2020-05-31;83.155.031;;;;;;;;;;
2020-06-01;83.155.031;;;;;;;;;;
2020-06-02;83.155.031;;;;;;;;;;
2020-06-03;83.155.031;;;;;;;;;;
2020-06-04;83.155.031;;;;;;;;;;
2020-06-05;83.155.031;;;;;;;;;;
2020-06-06;83.155.031;;;;;;;;;;
2020-06-07;83.155.031;;;;;;;;;;
2020-06-08;83.155.031;;;;;;;;;;
2020-06-09;83.155.031;;;;;;;;;;
2020-06-10;83.155.031;;;;;;;;;;
2020-06-11;83.155.031;;;;;;;;;;
2020-06-12;83.155.031;;;;;;;;;;
2020-06-13;83.155.031;;;;;;;;;;
2020-06-14;83.155.031;;;;;;;;;;
2020-06-15;83.155.031;;;;;;;;;;
2020-06-16;83.155.031;;;;;;;;;;
2020-06-17;83.155.031;;;;;;;;;;
2020-06-18;83.155.031;;;;;;;;;;
2020-06-19;83.155.031;;;;;;;;;;
2020-06-20;83.155.031;;;;;;;;;;
2020-06-21;83.155.031;;;;;;;;;;
2020-06-22;83.155.031;;;;;;;;;;
2020-06-23;83.155.031;;;;;;;;;;
2020-06-24;83.155.031;;;;;;;;;;
2020-06-25;83.155.031;;;;;;;;;;
2020-06-26;83.155.031;;;;;;;;;;
2020-06-27;83.155.031;;;;;;;;;;
2020-06-28;83.155.031;;;;;;;;;;
2020-06-29;83.155.031;;;;;;;;;;
2020-06-30;83.155.031;;;;;;;;;;
2020-07-01;83.155.031;;;;;;;;;;
2020-07-02;83.155.031;;;;;;;;;;
2020-07-03;83.155.031;;;;;;;;;;
2020-07-04;83.155.031;;;;;;;;;;
2020-07-05;83.155.031;;;;;;;;;;
2020-07-06;83.155.031;;;;;;;;;;
2020-07-07;83.155.031;;;;;;;;;;
2020-07-08;83.155.031;;;;;;;;;;
2020-07-09;83.155.031;;;;;;;;;;
2020-07-10;83.155.031;;;;;;;;;;
2020-07-11;83.155.031;;;;;;;;;;
2020-07-12;83.155.031;;;;;;;;;;
2020-07-13;83.155.031;;;;;;;;;;
2020-07-14;83.155.031;;;;;;;;;;
2020-07-15;83.155.031;;;;;;;;;;
2020-07-16;83.155.031;;;;;;;;;;
2020-07-17;83.155.031;;;;;;;;;;
2020-07-18;83.155.031;;;;;;;;;;
2020-07-19;83.155.031;;;;;;;;;;
2020-07-20;83.155.031;;;;;;;;;;
2020-07-21;83.155.031;;;;;;;;;;
2020-07-22;83.155.031;;;;;;;;;;
2020-07-23;83.155.031;;;;;;;;;;
2020-07-24;83.155.031;;;;;;;;;;
2020-07-25;83.155.031;;;;;;;;;;
2020-07-26;83.155.031;;;;;;;;;;
2020-07-27;83.155.031;;;;;;;;;;
2020-07-28;83.155.031;;;;;;;;;;
2020-07-29;83.155.031;;;;;;;;;;
2020-07-30;83.155.031;;;;;;;;;;
2020-07-31;83.155.031;;;;;;;;;;
2020-08-01;83.155.031;;;;;;;;;;
2020-08-02;83.155.031;;;;;;;;;;
2020-08-03;83.155.031;;;;;;;;;;
2020-08-04;83.155.031;;;;;;;;;;
2020-08-05;83.155.031;;;;;;;;;;
2020-08-06;83.155.031;;;;;;;;;;
2020-08-07;83.155.031;;;;;;;;;;
2020-08-08;83.155.031;;;;;;;;;;
2020-08-09;83.155.031;;;;;;;;;;
2020-08-10;83.155.031;;;;;;;;;;
2020-08-11;83.155.031;;;;;;;;;;
2020-08-12;83.155.031;;;;;;;;;;
2020-08-13;83.155.031;;;;;;;;;;
2020-08-14;83.155.031;;;;;;;;;;
2020-08-15;83.155.031;;;;;;;;;;
2020-08-16;83.155.031;;;;;;;;;;
2020-08-17;83.155.031;;;;;;;;;;
2020-08-18;83.155.031;;;;;;;;;;
2020-08-19;83.155.031;;;;;;;;;;
2020-08-20;83.155.031;;;;;;;;;;
2020-08-21;83.155.031;;;;;;;;;;
2020-08-22;83.155.031;;;;;;;;;;
2020-08-23;83.155.031;;;;;;;;;;
2020-08-24;83.155.031;;;;;;;;;;
2020-08-25;83.155.031;;;;;;;;;;
2020-08-26;83.155.031;;;;;;;;;;
2020-08-27;83.155.031;;;;;;;;;;
2020-08-28;83.155.031;;;;;;;;;;
2020-08-29;83.155.031;;;;;;;;;;
2020-08-30;83.155.031;;;;;;;;;;
2020-08-31;83.155.031;;;;;;;;;;
2020-09-01;83.155.031;;;;;;;;;;
2020-09-02;83.155.031;;;;;;;;;;
2020-09-03;83.155.031;;;;;;;;;;
2020-09-04;83.155.031;;;;;;;;;;
2020-09-05;83.155.031;;;;;;;;;;
2020-09-06;83.155.031;;;;;;;;;;
2020-09-07;83.155.031;;;;;;;;;;
2020-09-08;83.155.031;;;;;;;;;;
2020-09-09;83.155.031;;;;;;;;;;
2020-09-10;83.155.031;;;;;;;;;;
2020-09-11;83.155.031;;;;;;;;;;
2020-09-12;83.155.031;;;;;;;;;;
2020-09-13;83.155.031;;;;;;;;;;
2020-09-14;83.155.031;;;;;;;;;;
2020-09-15;83.155.031;;;;;;;;;;
2020-09-16;83.155.031;;;;;;;;;;
2020-09-17;83.155.031;;;;;;;;;;
2020-09-18;83.155.031;;;;;;;;;;
2020-09-19;83.155.031;;;;;;;;;;
2020-09-20;83.155.031;;;;;;;;;;
2020-09-21;83.155.031;;;;;;;;;;
2020-09-22;83.155.031;;;;;;;;;;
2020-09-23;83.155.031;;;;;;;;;;
2020-09-24;83.155.031;;;;;;;;;;
2020-09-25;83.155.031;;;;;;;;;;
2020-09-26;83.155.031;;;;;;;;;;
2020-09-27;83.155.031;;;;;;;;;;
2020-09-28;83.155.031;;;;;;;;;;
2020-09-29;83.155.031;;;;;;;;;;
2020-09-30;83.155.031;;;;;;;;;;
2020-10-01;83.155.031;;;;;;;;;;
2020-10-02;83.155.031;;;;;;;;;;
2020-10-03;83.155.031;;;;;;;;;;
2020-10-04;83.155.031;;;;;;;;;;
2020-10-05;83.155.031;;;;;;;;;;
2020-10-06;83.155.031;;;;;;;;;;
2020-10-07;83.155.031;;;;;;;;;;
2020-10-08;83.155.031;;;;;;;;;;
2020-10-09;83.155.031;;;;;;;;;;
2020-10-10;83.155.031;;;;;;;;;;
2020-10-11;83.155.031;;;;;;;;;;
2020-10-12;83.155.031;;;;;;;;;;
2020-10-13;83.155.031;;;;;;;;;;
2020-10-14;83.155.031;;;;;;;;;;
2020-10-15;83.155.031;;;;;;;;;;
2020-10-16;83.155.031;;;;;;;;;;
2020-10-17;83.155.031;;;;;;;;;;
2020-10-18;83.155.031;;;;;;;;;;
2020-10-19;83.155.031;;;;;;;;;;
2020-10-20;83.155.031;;;;;;;;;;
2020-10-21;83.155.031;;;;;;;;;;
2020-10-22;83.155.031;;;;;;;;;;
2020-10-23;83.155.031;;;;;;;;;;
2020-10-24;83.155.031;;;;;;;;;;
2020-10-25;83.155.031;;;;;;;;;;
2020-10-26;83.155.031;;;;;;;;;;
2020-10-27;83.155.031;;;;;;;;;;
2020-10-28;83.155.031;;;;;;;;;;
2020-10-29;83.155.031;;;;;;;;;;
2020-10-30;83.155.031;;;;;;;;;;
2020-10-31;83.155.031;;;;;;;;;;
2020-11-01;83.155.031;;;;;;;;;;
2020-11-02;83.155.031;;;;;;;;;;
2020-11-03;83.155.031;;;;;;;;;;
2020-11-04;83.155.031;;;;;;;;;;
2020-11-05;83.155.031;;;;;;;;;;
2020-11-06;83.155.031;;;;;;;;;;
2020-11-07;83.155.031;;;;;;;;;;
2020-11-08;83.155.031;;;;;;;;;;
2020-11-09;83.155.031;;;;;;;;;;
2020-11-10;83.155.031;;;;;;;;;;
2020-11-11;83.155.031;;;;;;;;;;
2020-11-12;83.155.031;;;;;;;;;;
2020-11-13;83.155.031;;;;;;;;;;
2020-11-14;83.155.031;;;;;;;;;;
2020-11-15;83.155.031;;;;;;;;;;
2020-11-16;83.155.031;;;;;;;;;;
2020-11-17;83.155.031;;;;;;;;;;
2020-11-18;83.155.031;;;;;;;;;;
2020-11-19;83.155.031;;;;;;;;;;
2020-11-20;83.155.031;;;;;;;;;;
2020-11-21;83.155.031;;;;;;;;;;
2020-11-22;83.155.031;;;;;;;;;;
2020-11-23;83.155.031;;;;;;;;;;
2020-11-24;83.155.031;;;;;;;;;;
2020-11-25;83.155.031;;;;;;;;;;
2020-11-26;83.155.031;;;;;;;;;;
2020-11-27;83.155.031;;;;;;;;;;
2020-11-28;83.155.031;;;;;;;;;;
2020-11-29;83.155.031;;;;;;;;;;
2020-11-30;83.155.031;;;;;;;;;;
2020-12-01;83.155.031;;;;;;;;;;
2020-12-02;83.155.031;;;;;;;;;;
2020-12-03;83.155.031;;;;;;;;;;
2020-12-04;83.155.031;;;;;;;;;;
2020-12-05;83.155.031;;;;;;;;;;
2020-12-06;83.155.031;;;;;;;;;;
2020-12-07;83.155.031;;;;;;;;;;
2020-12-08;83.155.031;;;;;;;;;;
2020-12-09;83.155.031;;;;;;;;;;
2020-12-10;83.155.031;;;;;;;;;;
2020-12-11;83.155.031;;;;;;;;;;
2020-12-12;83.155.031;;;;;;;;;;
2020-12-13;83.155.031;;;;;;;;;;
2020-12-14;83.155.031;;;;;;;;;;
2020-12-15;83.155.031;;;;;;;;;;
2020-12-16;83.155.031;;;;;;;;;;
2020-12-17;83.155.031;;;;;;;;;;
2020-12-18;83.155.031;;;;;;;;;;
2020-12-19;83.155.031;;;;;;;;;;
2020-12-20;83.155.031;;;;;;;;;;
2020-12-21;83.155.031;;;;;;;;;;
2020-12-22;83.155.031;;;;;;;;;;
2020-12-23;83.155.031;;;;;;;;;;
2020-12-24;83.155.031;;;;;;;;;;
2020-12-25;83.155.031;;;;;;;;;;
2020-12-26;83.155.031;;;;;;;;;;
2020-12-27;83.155.031;;;;;;;;;;
2020-12-28;83.155.031;;;;;;;;;;
2020-12-29;83.155.031;;;;;;;;;;
2020-12-30;83.155.031;;;;;;;;;;
2020-12-31;83.155.031;;;;;;;;;;
2021-01-01;83.237.124;;;;;;;;;;
2021-01-02;83.237.124;;;;;;;;;;
2021-01-03;83.237.124;;;;;;;;;;
2021-01-04;83.237.124;;;;;;;;;;
2021-01-05;83.237.124;;;;;;;;;;
2021-01-06;83.237.124;;;;;;;;;;
2021-01-07;83.237.124;;;;;;;;;;
2021-01-08;83.237.124;;;;;;;;;;
2021-01-09;83.237.124;;;;;;;;;;
2021-01-10;83.237.124;;;;;;;;;;
2021-01-11;83.237.124;;;;;;;;;;
2021-01-12;83.237.124;;;;;;;;;;
2021-01-13;83.237.124;;;;;;;;;;
2021-01-14;83.237.124;;;;;;;;;;
2021-01-15;83.237.124;;;;;;;;;;
2021-01-16;83.237.124;;;;;;;;;;
2021-01-17;83.237.124;;;;;;;;;;
2021-01-18;83.237.124;;;;;;;;;;
2021-01-19;83.237.124;;;;;;;;;;
2021-01-20;83.237.124;;;;;;;;;;
2021-01-21;83.237.124;;;;;;;;;;
2021-01-22;83.237.124;;;;;;;;;;
2021-01-23;83.237.124;;;;;;;;;;
2021-01-24;83.237.124;;;;;;;;;;
2021-01-25;83.237.124;;;;;;;;;;
2021-01-26;83.237.124;;;;;;;;;;
2021-01-27;83.237.124;;;;;;;;;;
2021-01-28;83.237.124;;;;;;;;;;
2021-01-29;83.237.124;;;;;;;;;;
2021-01-30;83.237.124;;;;;;;;;;
2021-01-31;83.237.124;;;;;;;;;;
2021-02-01;83.237.124;;;;;;;;;;
2021-02-02;83.237.124;;;;;;;;;;
2021-02-03;83.237.124;;;;;;;;;;
2021-02-04;83.237.124;;;;;;;;;;
2021-02-05;83.237.124;;;;;;;;;;
2021-02-06;83.237.124;;;;;;;;;;
2021-02-07;83.237.124;;;;;;;;;;
2021-02-08;83.237.124;;;;;;;;;;
2021-02-09;83.237.124;;;;;;;;;;
2021-02-10;83.237.124;;;;;;;;;;
2021-02-11;83.237.124;;;;;;;;;;
2021-02-12;83.237.124;;;;;;;;;;
2021-02-13;83.237.124;;;;;;;;;;
2021-02-14;83.237.124;;;;;;;;;;
2021-02-15;83.237.124;;;;;;;;;;
2021-02-16;83.237.124;;;;;;;;;;
2021-02-17;83.237.124;;;;;;;;;;
2021-02-18;83.237.124;;;;;;;;;;
2021-02-19;83.237.124;;;;;;;;;;
2021-02-20;83.237.124;;;;;;;;;;
2021-02-21;83.237.124;;;;;;;;;;
2021-02-22;83.237.124;;;;;;;;;;
2021-02-23;83.237.124;;;;;;;;;;
2021-02-24;83.237.124;;;;;;;;;;
2021-02-25;83.237.124;;;;;;;;;;
2021-02-26;83.237.124;;;;;;;;;;
2021-02-27;83.237.124;;;;;;;;;;
2021-02-28;83.237.124;;;;;;;;;;
2021-03-01;83.237.124;;;;;;;;;;
2021-03-02;83.237.124;;;;;;;;;;
2021-03-03;83.237.124;;;;;;;;;;
2021-03-04;83.237.124;;;;;;;;;;
2021-03-05;83.237.124;;;;;;;;;;
2021-03-06;83.237.124;;;;;;;;;;
2021-03-07;83.237.124;;;;;;;;;;
2021-03-08;83.237.124;;;;;;;;;;
2021-03-09;83.237.124;;;;;;;;;;
2021-03-10;83.237.124;;;;;;;;;;
2021-03-11;83.237.124;;;;;;;;;;
2021-03-12;83.237.124;;;;;;;;;;
2021-03-13;83.237.124;;;;;;;;;;
2021-03-14;83.237.124;;;;;;;;;;
2021-03-15;83.237.124;;;;;;;;;;
2021-03-16;83.237.124;;;;;;;;;;
2021-03-17;83.237.124;;;;;;;;;;
2021-03-18;83.237.124;;;;;;;;;;
2021-03-19;83.237.124;;;;;;;;;;
2021-03-20;83.237.124;;;;;;;;;;
2021-03-21;83.237.124;;;;;;;;;;
2021-03-22;83.237.124;;;;;;;;;;
2021-03-23;83.237.124;;;;;;;;;;
2021-03-24;83.237.124;;;;;;;;;;
2021-03-25;83.237.124;;;;;;;;;;
2021-03-26;83.237.124;;;;;;;;;;
2021-03-27;83.237.124;;;;;;;;;;
2021-03-28;83.237.124;;;;;;;;;;
2021-03-29;83.237.124;;;;;;;;;;
2021-03-30;83.237.124;;;;;;;;;;
2021-03-31;83.237.124;;;;;;;;;;
2021-04-01;83.237.124;;;;;;;;;;
2021-04-02;83.237.124;;;;;;;;;;
2021-04-03;83.237.124;;;;;;;;;;
2021-04-04;83.237.124;;;;;;;;;;
2021-04-05;83.237.124;;;;;;;;;;
2021-04-06;83.237.124;;;;;;;;;;
2021-04-07;83.237.124;;;;;;;;;;
2021-04-08;83.237.124;;;;;;;;;;
2021-04-09;83.237.124;;;;;;;;;;
2021-04-10;83.237.124;;;;;;;;;;
2021-04-11;83.237.124;;;;;;;;;;
2021-04-12;83.237.124;;;;;;;;;;
2021-04-13;83.237.124;;;;;;;;;;
2021-04-14;83.237.124;;;;;;;;;;
2021-04-15;83.237.124;;;;;;;;;;
2021-04-16;83.237.124;;;;;;;;;;
2021-04-17;83.237.124;;;;;;;;;;
2021-04-18;83.237.124;;;;;;;;;;
2021-04-19;83.237.124;;;;;;;;;;
2021-04-20;83.237.124;;;;;;;;;;
2021-04-21;83.237.124;;;;;;;;;;
2021-04-22;83.237.124;;;;;;;;;;
2021-04-23;83.237.124;;;;;;;;;;
2021-04-24;83.237.124;;;;;;;;;;
2021-04-25;83.237.124;;;;;;;;;;
2021-04-26;83.237.124;;;;;;;;;;
2021-04-27;83.237.124;;;;;;;;;;
2021-04-28;83.237.124;;;;;;;;;;
2021-04-29;83.237.124;;;;;;;;;;
2021-04-30;83.237.124;;;;;;;;;;
2021-05-01;83.237.124;;;;;;;;;;
2021-05-02;83.237.124;;;;;;;;;;
2021-05-03;83.237.124;;;;;;;;;;
2021-05-04;83.237.124;;;;;;;;;;
2021-05-05;83.237.124;;;;;;;;;;
2021-05-06;83.237.124;;;;;;;;;;
2021-05-07;83.237.124;;;;;;;;;;
2021-05-08;83.237.124;;;;;;;;;;
2021-05-09;83.237.124;;;;;;;;;;
2021-05-10;83.237.124;;;;;;;;;;
2021-05-11;83.237.124;;;;;;;;;;
2021-05-12;83.237.124;;;;;;;;;;
2021-05-13;83.237.124;;;;;;;;;;
2021-05-14;83.237.124;;;;;;;;;;
2021-05-15;83.237.124;;;;;;;;;;
2021-05-16;83.237.124;;;;;;;;;;
2021-05-17;83.237.124;;;;;;;;;;
2021-05-18;83.237.124;;;;;;;;;;
2021-05-19;83.237.124;;;;;;;;;;
2021-05-20;83.237.124;;;;;;;;;;
2021-05-21;83.237.124;;;;;;;;;;
2021-05-22;83.237.124;;;;;;;;;;
2021-05-23;83.237.124;;;;;;;;;;
2021-05-24;83.237.124;;;;;;;;;;
2021-05-25;83.237.124;;;;;;;;;;
2021-05-26;83.237.124;;;;;;;;;;
2021-05-27;83.237.124;;;;;;;;;;
2021-05-28;83.237.124;;;;;;;;;;
2021-05-29;83.237.124;;;;;;;;;;
2021-05-30;83.237.124;;;;;;;;;;
2021-05-31;83.237.124;;;;;;;;;;
2021-06-01;83.237.124;;;;;;;;;;
2021-06-02;83.237.124;;;;;;;;;;
2021-06-03;83.237.124;;;;;;;;;;
2021-06-04;83.237.124;;;;;;;;;;
2021-06-05;83.237.124;;;;;;;;;;
2021-06-06;83.237.124;;;;;;;;;;
2021-06-07;83.237.124;;;;;;;;;;
2021-06-08;83.237.124;;;;;;;;;;
2021-06-09;83.237.124;;;;;;;;;;
2021-06-10;83.237.124;;;;;;;;;;
2021-06-11;83.237.124;;;;;;;;;;
2021-06-12;83.237.124;;;;;;;;;;
2021-06-13;83.237.124;;;;;;;;;;
2021-06-14;83.237.124;;;;;;;;;;
2021-06-15;83.237.124;;;;;;;;;;
2021-06-16;83.237.124;;;;;;;;;;
2021-06-17;83.237.124;;;;;;;;;;
2021-06-18;83.237.124;;;;;;;;;;
2021-06-19;83.237.124;;;;;;;;;;
2021-06-20;83.237.124;;;;;;;;;;
2021-06-21;83.237.124;;;;;;;;;;
2021-06-22;83.237.124;;;;;;;;;;
2021-06-23;83.237.124;;;;;;;;;;
2021-06-24;83.237.124;;;;;;;;;;
2021-06-25;83.237.124;;;;;;;;;;
2021-06-26;83.237.124;;;;;;;;;;
2021-06-27;83.237.124;;;;;;;;;;
2021-06-28;83.237.124;;;;;;;;;;
2021-06-29;83.237.124;;;;;;;;;;
2021-06-30;83.237.124;;;;;;;;;;
